# Stock Data
# Symbol,Company,Price

PSA, Public Storage, 293.33, 282.78, 307.20, 280.18, 289.94
SYF, Synchrony Financial, 72.95, 74.14, 66.67, 63.17, 58.90
NOC, Northrop Grumman, 680.45, 623.44, 623.44, 656.00, 693.32
NTRS, Northern Trust, 147.45, 146.79, 153.72, 141.23, 130.78
SYK, Stryker Corporation, 362.53, 342.02, 331.97, 359.55, 386.29
HCA, HCA Healthcare, 531.83, 552.50, 543.93, 544.07, 553.16
ERIE, Erie Indemnity, 279.84, 293.57, 299.54, 300.54, 273.28
MMM, 3M, 173.46, 171.98, 163.96, 169.25, 172.70
AVB, AvalonBay Communities, 179.80, 196.65, 196.37, 185.74, 180.23
KIM, Kimco Realty, 21.96, 21.65, 22.12, 23.43, 24.65
TECH, Bio-Techne, 63.46, 65.21, 58.98, 63.13, 59.65
SYY, Sysco, 88.04, 81.60, 84.31, 92.20, 98.30
PSX, Phillips 66, 161.13, 144.38, 150.73, 163.25, 158.02
INVH, Invitation Homes, 27.16, 26.77, 23.93, 25.07, 22.82
NDSN, Nordson Corporation, 295.64, 326.50, 305.03, 312.84, 328.45
NOW, ServiceNow, 101.55, 94.19, 96.55, 102.35, 98.52
WAB, Wabtec, 255.15, 228.87, 205.07, 224.22, 224.68
BXP, BXP Inc., 61.61, 67.79, 67.02, 62.72, 60.38
IEX, IDEX Corporation, 211.28, 189.73, 181.54, 186.03, 178.15
PTC, PTC Inc., 155.52, 160.08, 176.48, 157.89, 164.88
CTVA, Corteva, 75.48, 73.58, 80.77, 78.02, 79.05
VZ, Verizon, 48.55, 43.97, 40.39, 37.98, 41.61
AVY, Avery Dennison, 192.77, 204.51, 185.10, 202.63, 213.38
BRK.B, Berkshire Hathaway, 501.05, 448.37, 437.16, 445.53, 461.01
IFF, International Flavors & Fragrances, 76.65, 79.77, 76.08, 74.50, 81.73
WAT, Waters Corporation, 331.52, 312.23, 315.08, 297.10, 319.68
CBRE, CBRE Group, 151.76, 164.90, 150.29, 147.48, 154.43
AWK, American Water Works, 123.54, 121.60, 117.18, 124.89, 133.10
WM, Waste Management, 234.67, 224.08, 217.28, 203.80, 203.66
LLY, Lilly (Eli), 1014.43, 968.53, 1011.10, 922.75, 990.11
WBD, Warner Bros. Discovery, 28.01, 30.20, 28.98, 29.86, 32.30
WY, Weyerhaeuser, 27.09, 25.58, 25.11, 23.15, 22.08
MOH, Molina Healthcare, 122.46, 117.69, 113.09, 108.31, 110.45
SWKS, Skyworks Solutions, 63.62, 57.55, 63.40, 61.21, 63.40
APTV, Aptiv, 83.64, 85.62, 89.26, 94.52, 102.71
TMUS, T-Mobile US, 207.62, 224.79, 209.68, 226.05, 242.94
MOS, Mosaic Company (The), 31.21, 34.33, 32.76, 32.66, 33.06
LMT, Lockheed Martin, 630.54, 652.94, 711.96, 758.81, 799.80
CMCSA, Comcast, 32.53, 29.98, 31.06, 34.33, 31.54
KKR, KKR, 105.28, 112.17, 116.65, 112.83, 113.05
AXP, American Express, 355.18, 375.96, 348.57, 363.19, 333.97
ALLE, Allegion, 179.40, 198.67, 180.92, 175.81, 177.95
EQIX, Equinix, 863.66, 915.54, 978.60, 943.23, 956.02
XEL, Xcel Energy, 77.79, 76.66, 77.14, 83.39, 78.18
MPC, Marathon Petroleum, 207.85, 220.82, 215.50, 212.96, 235.11
CARR, Carrier Global, 66.80, 65.75, 60.16, 64.65, 67.10
NRG, NRG Energy, 160.11, 160.43, 149.99, 148.26, 154.92
TSCO, Tractor Supply, 54.53, 53.01, 50.35, 50.31, 55.66
LNT, Alliant Energy, 68.17, 65.06, 65.45, 59.79, 56.72
WDC, Western Digital, 277.26, 302.41, 330.67, 304.32, 296.54
NSC, Norfolk Southern Railway, 316.73, 295.05, 289.91, 272.61, 254.61
KMB, Kimberly-Clark, 107.35, 102.37, 113.00, 102.20, 91.37
KMI, Kinder Morgan, 31.64, 32.53, 29.59, 26.38, 25.55
PWR, Quanta Services, 523.69, 564.84, 612.79, 579.47, 602.60
GEN, Gen Digital, 24.64, 26.62, 29.48, 31.39, 28.21
FSLR, First Solar, 227.60, 205.68, 219.50, 216.03, 228.01
WEC, WEC Energy Group, 113.19, 122.45, 128.34, 128.37, 129.60
LOW, Lowe's, 286.57, 282.83, 310.80, 333.38, 342.61
FTNT, Fortinet, 87.72, 92.82, 83.70, 88.58, 84.58
AZO, AutoZone, 3733.09, 3740.61, 3431.50, 3608.69, 3314.92
GEV, GE Vernova, 822.50, 848.05, 903.65, 896.74, 932.72
FCX, Freeport-McMoRan, 65.30, 70.68, 64.99, 64.96, 71.20
UAL, United Airlines Holdings, 113.50, 117.11, 115.09, 114.75, 122.55
HSIC, Henry Schein, 81.21, 84.56, 87.49, 91.48, 85.24
MRK, Merck & Co., 118.79, 130.21, 135.04, 124.57, 114.46
FDS, FactSet, 193.29, 213.14, 222.08, 227.63, 227.30
WFC, Wells Fargo, 89.07, 97.17, 100.07, 107.21, 98.08
QCOM, Qualcomm, 141.90, 154.15, 162.83, 171.09, 181.34
FDX, FedEx, 368.49, 338.64, 353.20, 344.18, 318.76
PANW, Palo Alto Networks, 165.49, 147.57, 136.11, 137.13, 124.28
NUE, Nucor, 194.78, 205.59, 224.09, 203.67, 209.63
MSI, Motorola Solutions, 423.10, 397.70, 413.92, 428.06, 395.37
CRWD, CrowdStrike, 414.94, 444.78, 439.56, 455.07, 499.72
ULTA, Ulta Beauty, 684.25, 625.45, 636.01, 571.44, 524.26
HIG, Hartford (The), 142.02, 155.77, 167.80, 183.71, 198.77
HII, Huntington Ingalls Industries, 392.15, 416.72, 424.89, 466.49, 498.46
DAL, Delta Air Lines, 71.16, 70.55, 72.15, 73.35, 77.08
ECL, Ecolab, 301.35, 290.21, 319.59, 341.89, 363.46
CPRT, Copart, 39.73, 43.03, 46.25, 42.87, 39.50
SCHW, Charles Schwab Corporation, 95.50, 90.73, 82.85, 89.41, 92.84
MTB, M&T Bank, 235.06, 221.56, 212.55, 228.92, 226.56
MTD, Mettler Toledo, 1391.33, 1446.21, 1442.92, 1330.15, 1237.31
ZBRA, Zebra Technologies, 250.71, 244.65, 248.00, 261.44, 286.86
GOOGL, Alphabet Inc. (Class A), 311.20, 308.03, 313.78, 312.17, 291.71
TAP, Molson Coors Beverage Company, 52.98, 57.55, 55.17, 56.28, 53.11
JNJ, Johnson & Johnson, 240.70, 261.55, 248.79, 228.16, 220.43
NVR, NVR Inc., 8082.38, 7692.97, 7783.70, 8250.08, 9071.53
DASH, DoorDash, 175.41, 167.56, 149.92, 138.66, 123.67
CIEN, Ciena Corporation, 301.11, 281.03, 292.41, 300.18, 330.12
OXY, Occidental Petroleum, 47.34, 44.65, 47.86, 50.09, 47.35
FANG, Diamondback Energy, 168.93, 175.08, 179.92, 165.33, 161.99
VLTO, Veralto, 95.33, 94.83, 101.09, 96.66, 101.57
MPWR, Monolithic Power Systems, 1197.55, 1300.94, 1280.97, 1208.99, 1313.86
UDR, UDR Inc., 39.84, 38.54, 40.28, 38.91, 38.56
CAG, Conagra Brands, 19.95, 18.54, 19.24, 17.21, 17.41
CAH, Cardinal Health, 225.15, 221.83, 239.85, 248.65, 256.65
NWS, News Corp (Class B), 26.91, 25.30, 23.79, 24.85, 25.62
GIS, General Mills, 48.40, 48.62, 44.50, 49.11, 46.07
CAT, Caterpillar Inc., 773.53, 841.52, 810.31, 880.09, 849.26
ADBE, Adobe Inc., 258.39, 258.57, 262.62, 256.94, 242.93
STLD, Steel Dynamics, 206.43, 220.19, 226.19, 211.21, 196.43
BIIB, Biogen, 191.29, 207.78, 195.12, 198.02, 215.32
TRGP, Targa Resources, 222.03, 233.11, 233.33, 234.47, 232.91
AVGO, Broadcom, 343.35, 326.02, 327.28, 313.77, 305.06
JPM, JPMorgan Chase, 311.14, 328.43, 299.04, 326.86, 301.49
HLT, Hilton Worldwide, 327.38, 348.38, 361.70, 371.70, 399.73
COST, Costco, 979.71, 1019.57, 976.27, 929.13, 981.35
TDG, TransDigm Group, 1325.26, 1262.33, 1264.62, 1393.18, 1535.96
EFX, Equifax, 197.29, 212.88, 213.22, 200.81, 214.48
SPGI, S&P Global, 396.65, 408.18, 411.08, 410.32, 423.37
UBER, Uber, 70.72, 73.58, 75.06, 80.02, 84.68
BKNG, Booking Holdings, 4322.85, 3945.69, 3605.97, 3600.63, 3838.02
DXCM, Dexcom, 68.19, 72.05, 77.23, 75.33, 68.93
BAC, Bank of America, 54.06, 57.33, 54.64, 50.30, 45.47
MNST, Monster Beverage, 80.88, 78.90, 75.06, 74.01, 66.10
CCI, Crown Castle, 85.66, 93.11, 95.49, 87.04, 91.14
TDY, Teledyne Technologies, 657.92, 621.94, 685.41, 672.00, 633.28
LUV, Southwest Airlines, 51.66, 53.66, 55.41, 50.81, 53.62
CCL, Carnival, 32.80, 36.28, 38.21, 38.12, 35.79
GRMN, Garmin, 206.52, 198.79, 189.37, 190.02, 175.29
WDAY, Workday Inc., 145.19, 135.50, 134.34, 130.16, 123.63
RVTY, Revvity, 100.89, 90.11, 96.60, 101.12, 109.46
FIS, Fidelity National Information Services, 48.73, 45.72, 45.25, 49.41, 49.45
FIX, Comfort Systems USA Inc., 1345.62, 1405.89, 1550.80, 1494.89, 1461.30
BAX, Baxter International, 22.30, 23.38, 21.78, 21.88, 21.77
TEL, TE Connectivity, 227.16, 248.46, 225.94, 219.77, 213.35
